Year,Category,Education,Salary
2013,MED,Bachelor's,40608.57142857143
2013,MED,Doctorate,45741.42857142857
2013,MED,Master's/Professional,49834.0
2013,MGR,Bachelor's,53055.11111111111
2013,MGR,Doctorate,53133.11111111111
2013,MGR,Master's/Professional,44701.444444444445
2013,MIL,Bachelor's,23036.0
2013,MIL,Doctorate,30520.0
2013,MIL,Master's/Professional,30862.0
2013,OFF,Bachelor's,21444.791666666668
2013,OFF,Doctorate,29372.458333333332
2013,OFF,Master's/Professional,20070.041666666668
2013,PRD,Bachelor's,24720.43181818182
2013,PRD,Doctorate,31743.386363636364
2013,PRD,Master's/Professional,25499.31818181818
2013,PRS,Bachelor's,11511.416666666666
2013,PRS,Doctorate,20925.166666666668
2013,PRS,Master's/Professional,14472.0
2013,PRT,Bachelor's,30952.333333333332
2013,PRT,Doctorate,27390.333333333332
2013,PRT,Master's/Professional,19683.333333333332
2013,RPR,Bachelor's,32543.36842105263
2013,RPR,Doctorate,41628.10526315789
2013,RPR,Master's/Professional,34362.63157894737
2013,SAL,Bachelor's,22288.466666666667
2013,SAL,Doctorate,31787.6
2013,SAL,Master's/Professional,22276.0
2013,SCI,Bachelor's,16368.0
2013,SCI,Doctorate,41712.0
2013,SCI,Master's/Professional,14291.0
2013,TRN,Bachelor's,26176.222222222223
2013,TRN,Doctorate,33349.88888888889
2013,TRN,Master's/Professional,28452.944444444445
2014,BUS,Bachelor's,34538.25
2014,BUS,Doctorate,44458.75
2014,BUS,Master's/Professional,37979.0
2014,CLN,Bachelor's,19692.5
2014,CLN,Doctorate,26203.5
2014,CLN,Master's/Professional,21423.333333333332
2014,CMS,Bachelor's,17017.5
2014,CMS,Doctorate,25856.0
2014,CMS,Master's/Professional,23896.0
2014,CON,Bachelor's,27508.63157894737
2014,CON,Doctorate,36761.26315789474
2014,CON,Master's/Professional,32003.526315789473
2014,EAT,Bachelor's,10209.454545454546
2014,EAT,Doctorate,15551.727272727272
2014,EAT,Master's/Professional,10788.09090909091
2014,EDU,Bachelor's,11327.4
2014,EDU,Doctorate,19329.8
2014,EDU,Master's/Professional,16140.4
2014,ENG,Bachelor's,33965.0
2014,ENG,Doctorate,49376.0
2014,ENG,Master's/Professional,38146.5
2014,ENT,Bachelor's,20617.25
2014,ENT,Doctorate,28723.5
2014,ENT,Master's/Professional,14655.5
2014,EXT,Bachelor's,59380.75
2014,EXT,Doctorate,56218.0
2014,EXT,Master's/Professional,52194.0
2014,FFF,Bachelor's,17065.0
2014,FFF,Doctorate,24075.6
2014,FFF,Master's/Professional,15741.8
2014,FIN,Bachelor's,3890.0
2014,FIN,Doctorate,23058.0
2014,FIN,Master's/Professional,11796.0
2014,HLS,Bachelor's,18649.75
2014,HLS,Doctorate,22639.0
2014,HLS,Master's/Professional,17147.0
2014,LGL,Bachelor's,1000.0
2014,LGL,Doctorate,46042.0
2014,LGL,Master's/Professional,38666.0
2014,MED,Bachelor's,28212.5
2014,MED,Doctorate,35648.75
2014,MED,Master's/Professional,21288.75
2014,MGR,Bachelor's,55204.36363636364
2014,MGR,Doctorate,53599.818181818184
2014,MGR,Master's/Professional,50019.454545454544
2014,OFF,Bachelor's,19462.260869565216
2014,OFF,Doctorate,28153.391304347828
2014,OFF,Master's/Professional,21172.782608695652
2014,PRD,Bachelor's,25546.837209302324
2014,PRD,Doctorate,32996.72093023256
2014,PRD,Master's/Professional,27072.581395348836
2014,PRS,Bachelor's,13100.727272727272
2014,PRS,Doctorate,18838.636363636364
2014,PRS,Master's/Professional,12758.90909090909
2014,PRT,Bachelor's,31036.0
2014,PRT,Doctorate,29908.0
2014,PRT,Master's/Professional,28932.666666666668
2014,RPR,Bachelor's,32773.12
2014,RPR,Doctorate,40964.88
2014,RPR,Master's/Professional,36785.12
2014,SAL,Bachelor's,17747.64285714286
2014,SAL,Doctorate,30950.64285714286
2014,SAL,Master's/Professional,22075.571428571428
2014,SCI,Bachelor's,43931.0
2014,SCI,Doctorate,46956.0
2014,SCI,Master's/Professional,31314.0
2014,TRN,Bachelor's,26203.833333333332
2014,TRN,Doctorate,33794.666666666664
2014,TRN,Master's/Professional,26777.222222222223
2015,BUS,Bachelor's,28818.0
2015,BUS,Doctorate,47930.8
2015,BUS,Master's/Professional,42575.0
2015,CLN,Bachelor's,21515.666666666668
2015,CLN,Doctorate,27731.5
2015,CLN,Master's/Professional,22360.666666666668
2015,CMS,Bachelor's,18868.75
2015,CMS,Doctorate,27895.75
2015,CMS,Master's/Professional,17609.5
2015,CON,Bachelor's,30775.35
2015,CON,Doctorate,39116.4
2015,CON,Master's/Professional,30830.9
2015,EAT,Bachelor's,9723.727272727272
2015,EAT,Doctorate,15972.363636363636
2015,EAT,Master's/Professional,10934.363636363636
2015,EDU,Bachelor's,12120.2
2015,EDU,Doctorate,18601.6
2015,EDU,Master's/Professional,13342.0
2015,ENG,Bachelor's,48017.0
2015,ENG,Doctorate,57109.666666666664
2015,ENG,Master's/Professional,38505.666666666664
2015,ENT,Bachelor's,17594.5
2015,ENT,Doctorate,35863.0
2015,ENT,Master's/Professional,23783.375
2015,EXT,Bachelor's,45922.666666666664
2015,EXT,Doctorate,67778.0
2015,EXT,Master's/Professional,53137.333333333336
2015,FFF,Bachelor's,26041.833333333332
2015,FFF,Doctorate,24857.833333333332
2015,FFF,Master's/Professional,22502.833333333332
2015,HLS,Bachelor's,17220.666666666668
2015,HLS,Doctorate,22640.0
2015,HLS,Master's/Professional,19006.666666666668
2015,LGL,Bachelor's,20250.0
2015,LGL,Doctorate,43438.0
2015,LGL,Master's/Professional,28029.0
2015,MED,Bachelor's,68799.28571428571
2015,MED,Doctorate,72630.57142857143
2015,MED,Master's/Professional,72506.57142857143
2015,MGR,Bachelor's,45692.142857142855
2015,MGR,Doctorate,54036.42857142857
2015,MGR,Master's/Professional,48304.21428571428
2015,OFF,Bachelor's,20227.785714285714
2015,OFF,Doctorate,30402.0
2015,OFF,Master's/Professional,24147.0
2015,PRD,Bachelor's,25968.170731707316
2015,PRD,Doctorate,32547.048780487807
2015,PRD,Master's/Professional,26026.09756097561
2015,PRS,Bachelor's,14174.083333333334
2015,PRS,Doctorate,20991.416666666668
2015,PRS,Master's/Professional,15028.833333333334
2015,PRT,Bachelor's,26250.8
2015,PRT,Doctorate,37157.0
2015,PRT,Master's/Professional,36134.6
2015,RPR,Bachelor's,34770.61111111111
2015,RPR,Doctorate,43099.77777777778
2015,RPR,Master's/Professional,35383.0
2015,SAL,Bachelor's,20714.0
2015,SAL,Doctorate,31962.14285714286
2015,SAL,Master's/Professional,24892.785714285714
2015,SCI,Bachelor's,26437.5
2015,SCI,Doctorate,46436.5
2015,SCI,Master's/Professional,37504.0
2015,TRN,Bachelor's,24393.125
2015,TRN,Doctorate,32107.5625
2015,TRN,Master's/Professional,27672.9375
2016,BUS,Bachelor's,40412.625
2016,BUS,Doctorate,47308.125
2016,BUS,Master's/Professional,42585.75
2016,CLN,Bachelor's,23714.5
2016,CLN,Doctorate,28175.333333333332
2016,CLN,Master's/Professional,23112.0
2016,CMS,Bachelor's,18749.0
2016,CMS,Doctorate,26670.5
2016,CMS,Master's/Professional,18201.75
2016,CON,Bachelor's,32609.454545454544
2016,CON,Doctorate,38605.22727272727
2016,CON,Master's/Professional,36458.72727272727
2016,EAT,Bachelor's,10058.454545454546
2016,EAT,Doctorate,16535.636363636364
2016,EAT,Master's/Professional,11826.545454545454
2016,EDU,Bachelor's,14662.5
2016,EDU,Doctorate,22072.25
2016,EDU,Master's/Professional,15601.25
2016,ENG,Bachelor's,40182.5
2016,ENG,Doctorate,51804.0
2016,ENG,Master's/Professional,47819.5
2016,ENT,Bachelor's,25189.5
2016,ENT,Doctorate,30626.25
2016,ENT,Master's/Professional,28017.0
2016,EXT,Bachelor's,52627.5
2016,EXT,Doctorate,56873.75
2016,EXT,Master's/Professional,37325.0
2016,FFF,Bachelor's,19070.2
2016,FFF,Doctorate,26619.8
2016,FFF,Master's/Professional,21909.2
2016,FIN,Bachelor's,2540.0
2016,FIN,Doctorate,18644.0
2016,FIN,Master's/Professional,15445.0
2016,HLS,Bachelor's,14294.25
2016,HLS,Doctorate,24583.0
2016,HLS,Master's/Professional,21173.75
2016,LGL,Bachelor's,49590.0
2016,LGL,Doctorate,48075.5
2016,LGL,Master's/Professional,27539.5
2016,MED,Bachelor's,78838.75
2016,MED,Doctorate,67188.625
2016,MED,Master's/Professional,66487.375
2016,MGR,Bachelor's,49621.846153846156
2016,MGR,Doctorate,52856.230769230766
2016,MGR,Master's/Professional,49979.692307692305
2016,MIL,Bachelor's,24000.0
2016,MIL,Doctorate,32290.0
2016,MIL,Master's/Professional,9710.0
2016,OFF,Bachelor's,19752.625
2016,OFF,Doctorate,30917.375
2016,OFF,Master's/Professional,23649.625
2016,PRD,Bachelor's,25811.8
2016,PRD,Doctorate,34273.64444444444
2016,PRD,Master's/Professional,27279.755555555555
2016,PRS,Bachelor's,12910.9
2016,PRS,Doctorate,20880.5
2016,PRS,Master's/Professional,14626.9
2016,PRT,Bachelor's,26208.5
2016,PRT,Doctorate,35369.0
2016,PRT,Master's/Professional,29739.75
2016,RPR,Bachelor's,29187.3
2016,RPR,Doctorate,41524.15
2016,RPR,Master's/Professional,35253.6
2016,SAL,Bachelor's,20811.5
2016,SAL,Doctorate,33278.21428571428
2016,SAL,Master's/Professional,24256.285714285714
2016,SCI,Bachelor's,3433.0
2016,SCI,Doctorate,40488.0
2016,SCI,Master's/Professional,23533.0
2016,TRN,Bachelor's,28918.75
2016,TRN,Doctorate,34226.8125
2016,TRN,Master's/Professional,29096.875
2017,BUS,Bachelor's,52792.166666666664
2017,BUS,Doctorate,51850.333333333336
2017,BUS,Master's/Professional,50460.666666666664
2017,CLN,Bachelor's,22252.666666666668
2017,CLN,Doctorate,29978.333333333332
2017,CLN,Master's/Professional,23364.333333333332
2017,CMS,Bachelor's,20129.0
2017,CMS,Doctorate,27990.75
2017,CMS,Master's/Professional,23587.75
2017,CON,Bachelor's,34547.04347826087
2017,CON,Doctorate,42902.52173913043
2017,CON,Master's/Professional,36191.434782608696
2017,EAT,Bachelor's,10398.181818181818
2017,EAT,Doctorate,17592.636363636364
2017,EAT,Master's/Professional,11469.272727272728
2017,EDU,Bachelor's,10200.666666666666
2017,EDU,Doctorate,20797.666666666668
2017,EDU,Master's/Professional,19022.166666666668
2017,ENG,Bachelor's,69519.5
2017,ENG,Doctorate,55384.5
2017,ENG,Master's/Professional,54647.0
2017,ENT,Bachelor's,11611.833333333334
2017,ENT,Doctorate,31339.333333333332
2017,ENT,Master's/Professional,15969.666666666666
2017,EXT,Bachelor's,42397.5
2017,EXT,Doctorate,52916.0
2017,EXT,Master's/Professional,48682.75
2017,FFF,Bachelor's,13218.2
2017,FFF,Doctorate,29961.2
2017,FFF,Master's/Professional,24031.2
2017,FIN,Bachelor's,21034.0
2017,FIN,Doctorate,21745.0
2017,FIN,Master's/Professional,17831.0
2017,HLS,Bachelor's,14904.0
2017,HLS,Doctorate,23546.5
2017,HLS,Master's/Professional,17831.0
2017,LGL,Bachelor's,26818.0
2017,LGL,Doctorate,44112.0
2017,LGL,Master's/Professional,32343.0
2017,MED,Bachelor's,29416.25
2017,MED,Doctorate,32131.75
2017,MED,Master's/Professional,24779.5
2017,MGR,Bachelor's,52987.769230769234
2017,MGR,Doctorate,56815.692307692305
2017,MGR,Master's/Professional,57406.230769230766
2017,MIL,Bachelor's,29023.0
2017,MIL,Doctorate,33351.0
2017,MIL,Master's/Professional,26433.0
2017,OFF,Bachelor's,20874.48148148148
2017,OFF,Doctorate,30960.0
2017,OFF,Master's/Professional,23391.333333333332
2017,PRD,Bachelor's,26568.0
2017,PRD,Doctorate,34110.69047619047
2017,PRD,Master's/Professional,28424.904761904763
2017,PRS,Bachelor's,15283.692307692309
2017,PRS,Doctorate,21254.846153846152
2017,PRS,Master's/Professional,16306.76923076923
2017,PRT,Bachelor's,26188.2
2017,PRT,Doctorate,39579.0
2017,PRT,Master's/Professional,33490.2
2017,RPR,Bachelor's,33417.68421052631
2017,RPR,Doctorate,44616.84210526316
2017,RPR,Master's/Professional,33495.52631578947
2017,SAL,Bachelor's,22211.785714285714
2017,SAL,Doctorate,33951.57142857143
2017,SAL,Master's/Professional,27177.5
2017,TRN,Bachelor's,29121.625
2017,TRN,Doctorate,33714.0
2017,TRN,Master's/Professional,31081.375
2018,BUS,Bachelor's,36511.166666666664
2018,BUS,Doctorate,47387.666666666664
2018,BUS,Master's/Professional,40457.333333333336
2018,CLN,Bachelor's,24578.0
2018,CLN,Doctorate,33502.8
2018,CLN,Master's/Professional,29224.4
2018,CMS,Bachelor's,16356.5
2018,CMS,Doctorate,32621.5
2018,CMS,Master's/Professional,31664.5
2018,CON,Bachelor's,35968.77777777778
2018,CON,Doctorate,40470.0
2018,CON,Master's/Professional,33445.88888888889
2018,EAT,Bachelor's,11180.7
2018,EAT,Doctorate,18575.1
2018,EAT,Master's/Professional,13593.9
2018,EDU,Bachelor's,15042.5
2018,EDU,Doctorate,22187.0
2018,EDU,Master's/Professional,27143.0
2018,ENG,Bachelor's,50258.0
2018,ENG,Doctorate,61943.0
2018,ENG,Master's/Professional,96461.0
2018,ENT,Bachelor's,33558.5
2018,ENT,Doctorate,36617.5
2018,ENT,Master's/Professional,18079.5
2018,EXT,Bachelor's,38272.0
2018,EXT,Doctorate,58931.333333333336
2018,EXT,Master's/Professional,53474.0
2018,FFF,Bachelor's,13034.5
2018,FFF,Doctorate,28763.75
2018,FFF,Master's/Professional,21820.0
2018,FIN,Bachelor's,48209.0
2018,FIN,Doctorate,42027.0
2018,FIN,Master's/Professional,42560.5
2018,HLS,Bachelor's,16258.0
2018,HLS,Doctorate,27002.333333333332
2018,HLS,Master's/Professional,20148.666666666668
2018,LGL,Bachelor's,28780.0
2018,LGL,Doctorate,43156.0
2018,LGL,Master's/Professional,24590.0
2018,MED,Bachelor's,30537.5
2018,MED,Doctorate,35584.5
2018,MED,Master's/Professional,28986.5
2018,MGR,Bachelor's,46233.545454545456
2018,MGR,Doctorate,54265.545454545456
2018,MGR,Master's/Professional,49912.545454545456
2018,OFF,Bachelor's,20826.8
2018,OFF,Doctorate,32022.8
2018,OFF,Master's/Professional,23851.75
2018,PRD,Bachelor's,36577.634146341465
2018,PRD,Doctorate,36417.60975609756
2018,PRD,Master's/Professional,31235.90243902439
2018,PRS,Bachelor's,9799.0
2018,PRS,Doctorate,21152.777777777777
2018,PRS,Master's/Professional,16194.666666666666
2018,PRT,Bachelor's,30092.25
2018,PRT,Doctorate,41278.0
2018,PRT,Master's/Professional,28837.0
2018,RPR,Bachelor's,32754.105263157893
2018,RPR,Doctorate,46970.05263157895
2018,RPR,Master's/Professional,35574.26315789474
2018,SAL,Bachelor's,24857.23076923077
2018,SAL,Doctorate,39776.769230769234
2018,SAL,Master's/Professional,25450.846153846152
2018,SCI,Bachelor's,53287.0
2018,SCI,Doctorate,50234.0
2018,SCI,Master's/Professional,31758.0
2018,TRN,Bachelor's,21874.9
2018,TRN,Doctorate,33178.4
2018,TRN,Master's/Professional,27634.6
2019,BUS,Bachelor's,42311.57142857143
2019,BUS,Doctorate,50430.71428571428
2019,BUS,Master's/Professional,40979.857142857145
2019,CLN,Bachelor's,25381.4
2019,CLN,Doctorate,34615.0
2019,CLN,Master's/Professional,27813.6
2019,CMS,Bachelor's,13877.0
2019,CMS,Doctorate,26172.5
2019,CMS,Master's/Professional,22647.0
2019,CON,Bachelor's,35073.73684210526
2019,CON,Doctorate,41766.84210526316
2019,CON,Master's/Professional,35449.47368421053
2019,EAT,Bachelor's,10848.8
2019,EAT,Doctorate,19203.8
2019,EAT,Master's/Professional,13890.2
2019,EDU,Bachelor's,13168.0
2019,EDU,Doctorate,24857.75
2019,EDU,Master's/Professional,20938.75
2019,ENG,Bachelor's,65269.0
2019,ENG,Doctorate,58663.5
2019,ENG,Master's/Professional,52978.5
2019,ENT,Bachelor's,18529.666666666668
2019,ENT,Doctorate,38443.0
2019,ENT,Master's/Professional,15880.0
2019,EXT,Bachelor's,47697.0
2019,EXT,Doctorate,57847.666666666664
2019,EXT,Master's/Professional,52092.333333333336
2019,FFF,Bachelor's,19500.75
2019,FFF,Doctorate,27276.5
2019,FFF,Master's/Professional,21687.0
2019,FIN,Bachelor's,24716.5
2019,FIN,Doctorate,41461.5
2019,FIN,Master's/Professional,21803.0
2019,HLS,Bachelor's,20249.5
2019,HLS,Doctorate,27846.5
2019,HLS,Master's/Professional,26186.5
2019,MED,Bachelor's,21231.0
2019,MED,Doctorate,38708.0
2019,MED,Master's/Professional,29508.5
2019,MGR,Bachelor's,60244.818181818184
2019,MGR,Doctorate,57879.72727272727
2019,MGR,Master's/Professional,55274.27272727273
2019,OFF,Bachelor's,24597.615384615383
2019,OFF,Doctorate,33423.807692307695
2019,OFF,Master's/Professional,26322.53846153846
2019,PRD,Bachelor's,30166.65
2019,PRD,Doctorate,36972.1
2019,PRD,Master's/Professional,31180.425
2019,PRS,Bachelor's,14427.6
2019,PRS,Doctorate,21786.6
2019,PRS,Master's/Professional,17954.7
2019,PRT,Bachelor's,31536.0
2019,PRT,Doctorate,42808.75
2019,PRT,Master's/Professional,44623.75
2019,RPR,Bachelor's,37055.666666666664
2019,RPR,Doctorate,48079.666666666664
2019,RPR,Master's/Professional,41890.86666666667
2019,SAL,Bachelor's,28964.909090909092
2019,SAL,Doctorate,37050.0
2019,SAL,Master's/Professional,30606.090909090908
2019,SCI,Bachelor's,42531.0
2019,SCI,Doctorate,39215.0
2019,SCI,Master's/Professional,25753.0
2019,TRN,Bachelor's,32925.61538461538
2019,TRN,Doctorate,41965.61538461538
2019,TRN,Master's/Professional,35028.07692307692
2021,BUS,Bachelor's,54018.142857142855
2021,BUS,Doctorate,53885.857142857145
2021,BUS,Master's/Professional,55429.71428571428
2021,CLN,Bachelor's,31098.6
2021,CLN,Doctorate,34477.4
2021,CLN,Master's/Professional,29373.2
2021,CMM,Bachelor's,3636.0
2021,CMM,Doctorate,66747.0
2021,CMM,Master's/Professional,53368.0
2021,CMS,Bachelor's,33499.0
2021,CMS,Doctorate,37084.0
2021,CMS,Master's/Professional,47663.0
2021,CON,Bachelor's,41986.05263157895
2021,CON,Doctorate,43208.0
2021,CON,Master's/Professional,39512.10526315789
2021,EAT,Bachelor's,10444.818181818182
2021,EAT,Doctorate,17599.272727272728
2021,EAT,Master's/Professional,11753.0
2021,EDU,Bachelor's,27342.0
2021,EDU,Doctorate,23945.0
2021,EDU,Master's/Professional,31299.5
2021,ENG,Bachelor's,94825.66666666667
2021,ENG,Doctorate,66331.66666666667
2021,ENG,Master's/Professional,90013.66666666667
2021,ENT,Bachelor's,21732.666666666668
2021,ENT,Doctorate,34559.666666666664
2021,ENT,Master's/Professional,33676.666666666664
2021,EXT,Bachelor's,49570.0
2021,EXT,Doctorate,55676.0
2021,EXT,Master's/Professional,62191.0
2021,FFF,Bachelor's,16788.8
2021,FFF,Doctorate,31196.6
2021,FFF,Master's/Professional,23936.4
2021,HLS,Bachelor's,16440.5
2021,HLS,Doctorate,26941.5
2021,HLS,Master's/Professional,19152.5
2021,LGL,Bachelor's,82551.0
2021,LGL,Doctorate,51565.0
2021,LGL,Master's/Professional,23126.0
2021,MED,Bachelor's,45332.5
2021,MED,Doctorate,36945.75
2021,MED,Master's/Professional,32858.75
2021,MGR,Bachelor's,60853.166666666664
2021,MGR,Doctorate,59110.916666666664
2021,MGR,Master's/Professional,55593.25
2021,MIL,Bachelor's,32533.0
2021,MIL,Doctorate,38463.0
2021,MIL,Master's/Professional,20885.0
2021,OFF,Bachelor's,24198.916666666668
2021,OFF,Doctorate,33954.958333333336
2021,OFF,Master's/Professional,28569.458333333332
2021,PRD,Bachelor's,29604.53846153846
2021,PRD,Doctorate,38269.8717948718
2021,PRD,Master's/Professional,31554.25641025641
2021,PRS,Bachelor's,16451.222222222223
2021,PRS,Doctorate,24329.444444444445
2021,PRS,Master's/Professional,17847.11111111111
2021,PRT,Bachelor's,28852.75
2021,PRT,Doctorate,41404.25
2021,PRT,Master's/Professional,31644.25
2021,RPR,Bachelor's,43739.71428571428
2021,RPR,Doctorate,48739.71428571428
2021,RPR,Master's/Professional,39436.71428571428
2021,SAL,Bachelor's,25045.23076923077
2021,SAL,Doctorate,41768.692307692305
2021,SAL,Master's/Professional,31863.23076923077
2021,SCI,Bachelor's,51088.0
2021,SCI,Doctorate,55760.0
2021,SCI,Master's/Professional,66225.0
2021,TRN,Bachelor's,32636.75
2021,TRN,Doctorate,38604.666666666664
2021,TRN,Master's/Professional,35752.666666666664
