date,fips_code,state,county,living_wage,poverty_wage,minimum_wage,year
20210414234321,16055,Idaho,Kootenai County,14.79,6.13,7.25,2021
20210729033452,16055,Idaho,Kootenai County,14.79,6.13,7.25,2021
20211016062321,16055,Idaho,Kootenai County,14.79,6.13,7.25,2021
20220128061416,16055,Idaho,Kootenai County,14.79,6.13,7.25,2022
20130602034811,16057,Idaho,Latah County,8.05,5.21,7.25,2013
20150130052130,16057,Idaho,Latah County,8.05,5.21,7.25,2015
20150826071242,16057,Idaho,Latah County,9.97,5.0,7.25,2015
20150910152249,16057,Idaho,Latah County,9.97,5.0,7.25,2015
20151011031339,16057,Idaho,Latah County,9.97,5.0,7.25,2015
20151114231042,16057,Idaho,Latah County,9.97,5.0,7.25,2015
20160831212903,16057,Idaho,Latah County,10.22,5.0,7.25,2016
20161203185015,16057,Idaho,Latah County,10.22,5.0,7.25,2016
20170103034311,16057,Idaho,Latah County,10.22,5.0,7.25,2017
20170801221751,16057,Idaho,Latah County,10.49,5.0,7.25,2017
20180308151524,16057,Idaho,Latah County,10.59,5.0,7.25,2018
20180410183343,16057,Idaho,Latah County,10.59,5.0,7.25,2018
20200921201055,16057,Idaho,Latah County,10.93,6.0,7.25,2020
20201124072724,16057,Idaho,Latah County,10.93,6.0,7.25,2020
20210227163807,16057,Idaho,Latah County,13.7,6.13,7.25,2021
20210512184530,16057,Idaho,Latah County,13.7,6.13,7.25,2021
20210729162336,16057,Idaho,Latah County,13.7,6.13,7.25,2021
20211016002639,16057,Idaho,Latah County,13.7,6.13,7.25,2021
20220128062556,16057,Idaho,Latah County,13.7,6.13,7.25,2022
20130530041827,16059,Idaho,Lemhi County,7.8,5.21,7.25,2013
20150201073332,16059,Idaho,Lemhi County,7.8,5.21,7.25,2015
20150826071248,16059,Idaho,Lemhi County,9.99,5.0,7.25,2015
20150910140936,16059,Idaho,Lemhi County,9.99,5.0,7.25,2015
20160314011522,16059,Idaho,Lemhi County,9.99,5.0,7.25,2016
20160831141256,16059,Idaho,Lemhi County,10.19,5.0,7.25,2016
20161203132753,16059,Idaho,Lemhi County,10.19,5.0,7.25,2016
20170801214745,16059,Idaho,Lemhi County,10.5,5.0,7.25,2017
20200813210130,16059,Idaho,Lemhi County,10.77,6.0,7.25,2020
20201020182319,16059,Idaho,Lemhi County,10.77,6.0,7.25,2020
20210118084136,16059,Idaho,Lemhi County,10.77,6.0,7.25,2021
20210415090031,16059,Idaho,Lemhi County,14.01,6.13,7.25,2021
20210804202031,16059,Idaho,Lemhi County,14.01,6.13,7.25,2021
20211203173059,16059,Idaho,Lemhi County,14.01,6.13,7.25,2021
20150131202324,16061,Idaho,Lewis County,8.03,5.21,7.25,2015
20150826071253,16061,Idaho,Lewis County,10.02,5.0,7.25,2015
20150910093253,16061,Idaho,Lewis County,10.02,5.0,7.25,2015
20160314010320,16061,Idaho,Lewis County,10.02,5.0,7.25,2016
20160831173950,16061,Idaho,Lewis County,10.22,5.0,7.25,2016
20161203171210,16061,Idaho,Lewis County,10.22,5.0,7.25,2016
20170813041328,16061,Idaho,Lewis County,10.5,5.0,7.25,2017
20200804010041,16061,Idaho,Lewis County,10.77,6.0,7.25,2020
20201025144352,16061,Idaho,Lewis County,10.77,6.0,7.25,2020
20210123212849,16061,Idaho,Lewis County,10.77,6.0,7.25,2021
20210418034459,16061,Idaho,Lewis County,13.65,6.13,7.25,2021
20210727224656,16061,Idaho,Lewis County,13.65,6.13,7.25,2021
20211020110603,16061,Idaho,Lewis County,13.65,6.13,7.25,2021
20130602044246,16063,Idaho,Lincoln County,8.04,5.21,7.25,2013
20150131024836,16063,Idaho,Lincoln County,8.04,5.21,7.25,2015
20150826071603,16063,Idaho,Lincoln County,9.99,5.0,7.25,2015
20150910152008,16063,Idaho,Lincoln County,9.99,5.0,7.25,2015
20160314005515,16063,Idaho,Lincoln County,9.99,5.0,7.25,2016
20160831211808,16063,Idaho,Lincoln County,10.19,5.0,7.25,2016
20161203183114,16063,Idaho,Lincoln County,10.19,5.0,7.25,2016
20170801220716,16063,Idaho,Lincoln County,10.35,5.0,7.25,2017
20170902021953,16063,Idaho,Lincoln County,10.35,5.0,7.25,2017
20171004042519,16063,Idaho,Lincoln County,10.35,5.0,7.25,2017
20171104141745,16063,Idaho,Lincoln County,10.35,5.0,7.25,2017
20171205212304,16063,Idaho,Lincoln County,10.35,5.0,7.25,2017
20180117000822,16063,Idaho,Lincoln County,10.35,5.0,7.25,2018
20180217115336,16063,Idaho,Lincoln County,10.48,5.0,7.25,2018
20180321115611,16063,Idaho,Lincoln County,10.48,5.0,7.25,2018
20180504161529,16063,Idaho,Lincoln County,10.48,5.0,7.25,2018
20180605225903,16063,Idaho,Lincoln County,10.48,5.0,7.25,2018
20180716214853,16063,Idaho,Lincoln County,10.48,5.0,7.25,2018
20180909142120,16063,Idaho,Lincoln County,10.48,5.0,7.25,2018
20181022215032,16063,Idaho,Lincoln County,10.48,5.0,7.25,2018
20181206134930,16063,Idaho,Lincoln County,10.48,5.8,7.25,2018
20190108032847,16063,Idaho,Lincoln County,10.48,5.8,7.25,2019
20190224020430,16063,Idaho,Lincoln County,10.83,5.84,7.25,2019
20190329171358,16063,Idaho,Lincoln County,10.83,5.84,7.25,2019
20190527121338,16063,Idaho,Lincoln County,10.83,5.84,7.25,2019
20190801120422,16063,Idaho,Lincoln County,10.83,5.84,7.25,2019
20200921180549,16063,Idaho,Lincoln County,10.87,6.0,7.25,2020
20201124055230,16063,Idaho,Lincoln County,10.87,6.0,7.25,2020
20210227145513,16063,Idaho,Lincoln County,14.2,6.13,7.25,2021
20210506054818,16063,Idaho,Lincoln County,14.2,6.13,7.25,2021
20210729075329,16063,Idaho,Lincoln County,14.2,6.13,7.25,2021
20211019044026,16063,Idaho,Lincoln County,14.2,6.13,7.25,2021
20220122195304,16063,Idaho,Lincoln County,14.2,6.13,7.25,2022
20130529101154,16065,Idaho,Madison County,7.79,5.21,7.25,2013
20150131010201,16065,Idaho,Madison County,7.79,5.21,7.25,2015
20150826071606,16065,Idaho,Madison County,9.95,5.0,7.25,2015
20150910141146,16065,Idaho,Madison County,9.95,5.0,7.25,2015
20160314005520,16065,Idaho,Madison County,9.95,5.0,7.25,2016
20160831164326,16065,Idaho,Madison County,10.16,5.0,7.25,2016
20161203163413,16065,Idaho,Madison County,10.16,5.0,7.25,2016
20200803232728,16065,Idaho,Madison County,11.56,6.0,7.25,2020
20201027033641,16065,Idaho,Madison County,11.56,6.0,7.25,2020
20210121045541,16065,Idaho,Madison County,11.56,6.0,7.25,2021
20210414222249,16065,Idaho,Madison County,14.6,6.13,7.25,2021
20210729014830,16065,Idaho,Madison County,14.6,6.13,7.25,2021
20211016050209,16065,Idaho,Madison County,14.6,6.13,7.25,2021
20220128045724,16065,Idaho,Madison County,14.6,6.13,7.25,2022
20130602072218,16067,Idaho,Minidoka County,7.22,5.21,7.25,2013
20150131010205,16067,Idaho,Minidoka County,7.22,5.21,7.25,2015
20150826071610,16067,Idaho,Minidoka County,9.99,5.0,7.25,2015
20150910091757,16067,Idaho,Minidoka County,9.99,5.0,7.25,2015
20151105040435,16067,Idaho,Minidoka County,9.99,5.0,7.25,2015
20151206051719,16067,Idaho,Minidoka County,9.99,5.0,7.25,2015
20160831140405,16067,Idaho,Minidoka County,10.19,5.0,7.25,2016
20161203131352,16067,Idaho,Minidoka County,10.19,5.0,7.25,2016
20170801215541,16067,Idaho,Minidoka County,10.5,5.0,7.25,2017
20200921191153,16067,Idaho,Minidoka County,10.77,6.0,7.25,2020
20201124063930,16067,Idaho,Minidoka County,10.77,6.0,7.25,2020
20210227154656,16067,Idaho,Minidoka County,13.65,6.13,7.25,2021
20210512171444,16067,Idaho,Minidoka County,13.65,6.13,7.25,2021
20210729145406,16067,Idaho,Minidoka County,13.65,6.13,7.25,2021
20211015231011,16067,Idaho,Minidoka County,13.65,6.13,7.25,2021
20220128051446,16067,Idaho,Minidoka County,13.65,6.13,7.25,2022
20130530005209,16069,Idaho,Nez Perce County,8.06,5.21,7.25,2013
20150826071615,16069,Idaho,Nez Perce County,9.28,5.0,7.25,2015
20150910094117,16069,Idaho,Nez Perce County,9.28,5.0,7.25,2015
20160314010325,16069,Idaho,Nez Perce County,9.28,5.0,7.25,2016
20160831212335,16069,Idaho,Nez Perce County,9.6,5.0,7.25,2016
20161203184059,16069,Idaho,Nez Perce County,9.6,5.0,7.25,2016
20170801221756,16069,Idaho,Nez Perce County,10.16,5.0,7.25,2017
20200804001308,16069,Idaho,Nez Perce County,10.89,6.0,7.25,2020
20201025141652,16069,Idaho,Nez Perce County,10.89,6.0,7.25,2020
20210123204032,16069,Idaho,Nez Perce County,10.89,6.0,7.25,2021
20210418023838,16069,Idaho,Nez Perce County,13.94,6.13,7.25,2021
20210727211923,16069,Idaho,Nez Perce County,13.94,6.13,7.25,2021
20211020095356,16069,Idaho,Nez Perce County,13.94,6.13,7.25,2021
20130602083334,16071,Idaho,Oneida County,7.45,5.21,7.25,2013
20150131010209,16071,Idaho,Oneida County,7.45,5.21,7.25,2015
20150826071619,16071,Idaho,Oneida County,9.99,5.0,7.25,2015
20150910150540,16071,Idaho,Oneida County,9.99,5.0,7.25,2015
20160314011527,16071,Idaho,Oneida County,9.99,5.0,7.25,2016
20160831205359,16071,Idaho,Oneida County,10.19,5.0,7.25,2016
20161203180855,16071,Idaho,Oneida County,10.19,5.0,7.25,2016
20170801221801,16071,Idaho,Oneida County,10.5,5.0,7.25,2017
20200921191911,16071,Idaho,Oneida County,10.77,6.0,7.25,2020
20201124064810,16071,Idaho,Oneida County,10.77,6.0,7.25,2020
20210227155246,16071,Idaho,Oneida County,14.03,6.13,7.25,2021
20210506063405,16071,Idaho,Oneida County,14.03,6.13,7.25,2021
20210729084814,16071,Idaho,Oneida County,14.03,6.13,7.25,2021
20211019051951,16071,Idaho,Oneida County,14.03,6.13,7.25,2021
20220122202740,16071,Idaho,Oneida County,14.03,6.13,7.25,2022
20130530040912,16073,Idaho,Owyhee County,8.22,5.21,7.25,2013
20150826071624,16073,Idaho,Owyhee County,9.44,5.0,7.25,2015
20150910150941,16073,Idaho,Owyhee County,9.44,5.0,7.25,2015
20160314010330,16073,Idaho,Owyhee County,9.44,5.0,7.25,2016
20160831204256,16073,Idaho,Owyhee County,9.69,5.0,7.25,2016
20161203175913,16073,Idaho,Owyhee County,9.69,5.0,7.25,2016
20170801221806,16073,Idaho,Owyhee County,10.35,5.0,7.25,2017
20200804001928,16073,Idaho,Owyhee County,11.16,6.0,7.25,2020
20201025142241,16073,Idaho,Owyhee County,11.16,6.0,7.25,2020
20210123204716,16073,Idaho,Owyhee County,11.16,6.0,7.25,2021
20210418024534,16073,Idaho,Owyhee County,14.29,6.13,7.25,2021
20210727212506,16073,Idaho,Owyhee County,14.29,6.13,7.25,2021
20211020100248,16073,Idaho,Owyhee County,14.29,6.13,7.25,2021
20130602044303,16075,Idaho,Payette County,7.48,5.21,7.25,2013
20150826071629,16075,Idaho,Payette County,9.79,5.0,7.25,2015
20150910142237,16075,Idaho,Payette County,9.79,5.0,7.25,2015
20160314010335,16075,Idaho,Payette County,9.79,5.0,7.25,2016
20160831143120,16075,Idaho,Payette County,10.08,5.0,7.25,2016
20161203135424,16075,Idaho,Payette County,10.08,5.0,7.25,2016
20170801221811,16075,Idaho,Payette County,10.48,5.0,7.25,2017
20200921195218,16075,Idaho,Payette County,10.96,6.0,7.25,2020
20201124070942,16075,Idaho,Payette County,10.96,6.0,7.25,2020
20210227161028,16075,Idaho,Payette County,14.03,6.13,7.25,2021
20210512174608,16075,Idaho,Payette County,14.03,6.13,7.25,2021
20210729153405,16075,Idaho,Payette County,14.03,6.13,7.25,2021
20211015233954,16075,Idaho,Payette County,14.03,6.13,7.25,2021
20220128054359,16075,Idaho,Payette County,14.03,6.13,7.25,2022
20130530020225,16077,Idaho,Power County,7.45,5.21,7.25,2013
20150826092439,16077,Idaho,Power County,9.12,5.0,7.25,2015
20150910140608,16077,Idaho,Power County,9.12,5.0,7.25,2015
20160314224524,16077,Idaho,Power County,9.12,5.0,7.25,2016
20160831153535,16077,Idaho,Power County,9.33,5.0,7.25,2016
20161203153656,16077,Idaho,Power County,9.33,5.0,7.25,2016
20170801214750,16077,Idaho,Power County,10.35,5.0,7.25,2017
20200804004244,16077,Idaho,Power County,11.29,6.0,7.25,2020
20201025143726,16077,Idaho,Power County,11.29,6.0,7.25,2020
20210123210931,16077,Idaho,Power County,11.29,6.0,7.25,2021
20210418030451,16077,Idaho,Power County,14.32,6.13,7.25,2021
20210727215557,16077,Idaho,Power County,14.32,6.13,7.25,2021
20211020102428,16077,Idaho,Power County,14.32,6.13,7.25,2021
20130602054657,16079,Idaho,Shoshone County,8.0,5.21,7.25,2013
20150826071634,16079,Idaho,Shoshone County,9.69,5.0,7.25,2015
20150910152602,16079,Idaho,Shoshone County,9.69,5.0,7.25,2015
20160314005525,16079,Idaho,Shoshone County,9.69,5.0,7.25,2016
20160831203434,16079,Idaho,Shoshone County,9.89,5.0,7.25,2016
20161203174600,16079,Idaho,Shoshone County,9.89,5.0,7.25,2016
20170801220721,16079,Idaho,Shoshone County,10.5,5.0,7.25,2017
20200921200857,16079,Idaho,Shoshone County,10.77,6.0,7.25,2020
20201124072109,16079,Idaho,Shoshone County,10.77,6.0,7.25,2020
20210227162901,16079,Idaho,Shoshone County,13.76,6.13,7.25,2021
20210506071527,16079,Idaho,Shoshone County,13.76,6.13,7.25,2021
20210729093752,16079,Idaho,Shoshone County,13.76,6.13,7.25,2021
20211019060357,16079,Idaho,Shoshone County,13.76,6.13,7.25,2021
20220122212643,16079,Idaho,Shoshone County,13.76,6.13,7.25,2022
20150826071639,16081,Idaho,Teton County,10.27,5.0,7.25,2015
20150910094145,16081,Idaho,Teton County,10.27,5.0,7.25,2015
20160314011532,16081,Idaho,Teton County,10.27,5.0,7.25,2016
20160831212404,16081,Idaho,Teton County,10.93,5.0,7.25,2016
20161203184140,16081,Idaho,Teton County,10.93,5.0,7.25,2016
20170621072158,16081,Idaho,Teton County,10.98,5.0,7.25,2017
20170823213003,16081,Idaho,Teton County,10.98,5.0,7.25,2017
20200804005116,16081,Idaho,Teton County,11.91,6.0,7.25,2020
20201025143848,16081,Idaho,Teton County,11.91,6.0,7.25,2020
20210123211810,16081,Idaho,Teton County,11.91,6.0,7.25,2021
20210418031520,16081,Idaho,Teton County,14.89,6.13,7.25,2021
20210727220224,16081,Idaho,Teton County,14.89,6.13,7.25,2021
20211020103008,16081,Idaho,Teton County,14.89,6.13,7.25,2021
20130602044005,16083,Idaho,Twin Falls County,7.68,5.21,7.25,2013
20150201073337,16083,Idaho,Twin Falls County,7.68,5.21,7.25,2015
20150826092445,16083,Idaho,Twin Falls County,9.68,5.0,7.25,2015
20150910143238,16083,Idaho,Twin Falls County,9.68,5.0,7.25,2015
20160804062155,16083,Idaho,Twin Falls County,9.86,5.0,7.25,2016
20160831174953,16083,Idaho,Twin Falls County,9.86,5.0,7.25,2016
20160922051557,16083,Idaho,Twin Falls County,9.86,5.0,7.25,2016
20160923055016,16083,Idaho,Twin Falls County,9.86,5.0,7.25,2016
20161024130906,16083,Idaho,Twin Falls County,9.86,5.0,7.25,2016
20161203172358,16083,Idaho,Twin Falls County,9.86,5.0,7.25,2016
20170316014812,16083,Idaho,Twin Falls County,9.86,5.0,7.25,2017
20170801221816,16083,Idaho,Twin Falls County,11.04,5.0,7.25,2017
20170919064251,16083,Idaho,Twin Falls County,11.04,5.0,7.25,2017
20171020145051,16083,Idaho,Twin Falls County,11.04,5.0,7.25,2017
20171121071939,16083,Idaho,Twin Falls County,11.04,5.0,7.25,2017
20171225070513,16083,Idaho,Twin Falls County,11.04,5.0,7.25,2017
20180125064358,16083,Idaho,Twin Falls County,11.04,5.0,7.25,2018
20180406075555,16083,Idaho,Twin Falls County,10.57,5.0,7.25,2018
20180518190044,16083,Idaho,Twin Falls County,10.57,5.0,7.25,2018
20180630220056,16083,Idaho,Twin Falls County,10.57,5.0,7.25,2018
20180801114438,16083,Idaho,Twin Falls County,10.57,5.0,7.25,2018
20180917225107,16083,Idaho,Twin Falls County,10.57,5.0,7.25,2018
20181031043625,16083,Idaho,Twin Falls County,10.57,5.0,7.25,2018
20181218131118,16083,Idaho,Twin Falls County,10.57,5.8,7.25,2018
20190208084015,16083,Idaho,Twin Falls County,10.69,5.84,7.25,2019
20190323080731,16083,Idaho,Twin Falls County,10.69,5.84,7.25,2019
20190429225232,16083,Idaho,Twin Falls County,10.69,5.84,7.25,2019
20190531201928,16083,Idaho,Twin Falls County,10.69,5.84,7.25,2019
20190711041518,16083,Idaho,Twin Falls County,10.69,5.84,7.25,2019
20190810222711,16083,Idaho,Twin Falls County,10.69,5.84,7.25,2019
20200804005651,16083,Idaho,Twin Falls County,10.71,6.0,7.25,2020
20201025144044,16083,Idaho,Twin Falls County,10.71,6.0,7.25,2020
20210123212530,16083,Idaho,Twin Falls County,10.71,6.0,7.25,2021
20210418032742,16083,Idaho,Twin Falls County,13.62,6.13,7.25,2021
20210727222053,16083,Idaho,Twin Falls County,13.62,6.13,7.25,2021
20211020104144,16083,Idaho,Twin Falls County,13.62,6.13,7.25,2021
20211114153528,16083,Idaho,Twin Falls County,13.62,6.13,7.25,2021
20130529100835,16085,Idaho,Valley County,7.97,5.21,7.25,2013
20150201073342,16085,Idaho,Valley County,7.97,5.21,7.25,2015
20150519040944,16085,Idaho,Valley County,9.66,5.0,7.25,2015
20150826092450,16085,Idaho,Valley County,9.79,5.0,7.25,2015
20150910140350,16085,Idaho,Valley County,9.79,5.0,7.25,2015
20151031063228,16085,Idaho,Valley County,9.79,5.0,7.25,2015
20160314010340,16085,Idaho,Valley County,9.79,5.0,7.25,2016
20160831135633,16085,Idaho,Valley County,9.95,5.0,7.25,2016
20161203130725,16085,Idaho,Valley County,9.95,5.0,7.25,2016
20170801220725,16085,Idaho,Valley County,10.74,5.0,7.25,2017
20200921201025,16085,Idaho,Valley County,11.12,6.0,7.25,2020
20201124072505,16085,Idaho,Valley County,11.12,6.0,7.25,2020
20210227163610,16085,Idaho,Valley County,14.1,6.13,7.25,2021
20210506073235,16085,Idaho,Valley County,14.1,6.13,7.25,2021
20210729095353,16085,Idaho,Valley County,14.1,6.13,7.25,2021
20211019061848,16085,Idaho,Valley County,14.1,6.13,7.25,2021
20220122214229,16085,Idaho,Valley County,14.1,6.13,7.25,2022
20130602072253,16087,Idaho,Washington County,7.97,5.21,7.25,2013
20150826071645,16087,Idaho,Washington County,9.71,5.0,7.25,2015
20150910151550,16087,Idaho,Washington County,9.71,5.0,7.25,2015
20160314011537,16087,Idaho,Washington County,9.71,5.0,7.25,2016
20160831163456,16087,Idaho,Washington County,9.91,5.0,7.25,2016
20161203162818,16087,Idaho,Washington County,9.91,5.0,7.25,2016
20170801215546,16087,Idaho,Washington County,10.35,5.0,7.25,2017
20200813205606,16087,Idaho,Washington County,10.77,6.0,7.25,2020
20201020181935,16087,Idaho,Washington County,10.77,6.0,7.25,2020
20210118083810,16087,Idaho,Washington County,10.77,6.0,7.25,2021
20210415085820,16087,Idaho,Washington County,13.65,6.13,7.25,2021
20210805054554,16087,Idaho,Washington County,13.65,6.13,7.25,2021
20211203172733,16087,Idaho,Washington County,13.65,6.13,7.25,2021
20130529044557,17001,Illinois,Adams County,7.38,5.21,8.0,2013
20150131061126,17001,Illinois,Adams County,7.38,5.21,8.0,2015
20150910093435,17001,Illinois,Adams County,9.32,5.0,8.25,2015
20160530185016,17001,Illinois,Adams County,9.32,5.0,8.25,2016
20160531185617,17001,Illinois,Adams County,9.32,5.0,8.25,2016
20160831175656,17001,Illinois,Adams County,9.48,5.0,8.25,2016
20161203172805,17001,Illinois,Adams County,9.48,5.0,8.25,2016
20190501051211,17001,Illinois,Adams County,11.09,5.84,8.25,2019
20190605182132,17001,Illinois,Adams County,11.09,5.84,8.25,2019
20190821094015,17001,Illinois,Adams County,11.09,5.84,8.25,2019
20200921030943,17001,Illinois,Adams County,11.24,6.0,8.25,2020
20201124064709,17001,Illinois,Adams County,11.24,6.0,8.25,2020
20210227155220,17001,Illinois,Adams County,13.55,6.13,10.0,2021
20210506063316,17001,Illinois,Adams County,13.55,6.13,10.0,2021
20210729084649,17001,Illinois,Adams County,13.55,6.13,10.0,2021
20211016053045,17001,Illinois,Adams County,13.55,6.13,10.0,2021
20220128052411,17001,Illinois,Adams County,13.55,6.13,10.0,2022
20130529021521,17003,Illinois,Alexander County,7.53,5.21,8.0,2013
20150910153038,17003,Illinois,Alexander County,9.49,5.0,8.25,2015
20160530184254,17003,Illinois,Alexander County,9.49,5.0,8.25,2016
20160531190345,17003,Illinois,Alexander County,9.49,5.0,8.25,2016
20160831210916,17003,Illinois,Alexander County,9.37,5.0,8.25,2016
20161203182147,17003,Illinois,Alexander County,9.37,5.0,8.25,2016
20200921032050,17003,Illinois,Alexander County,11.28,6.0,8.25,2020
20201111200401,17003,Illinois,Alexander County,11.28,6.0,8.25,2020
20201124065750,17003,Illinois,Alexander County,11.28,6.0,8.25,2020
20210227160153,17003,Illinois,Alexander County,13.38,6.13,10.0,2021
20210512173525,17003,Illinois,Alexander County,13.38,6.13,10.0,2021
20210729151917,17003,Illinois,Alexander County,13.38,6.13,10.0,2021
20211021144804,17003,Illinois,Alexander County,13.38,6.13,10.0,2021
20130529025543,17005,Illinois,Bond County,7.67,5.21,8.0,2013
20141109070539,17005,Illinois,Bond County,7.67,5.21,8.0,2014
20150910143301,17005,Illinois,Bond County,9.8,5.0,8.25,2015
20160530183535,17005,Illinois,Bond County,9.8,5.0,8.25,2016
20160531190350,17005,Illinois,Bond County,9.8,5.0,8.25,2016
20160831151401,17005,Illinois,Bond County,10.03,5.0,8.25,2016
20161203151543,17005,Illinois,Bond County,10.03,5.0,8.25,2016
20200923033741,17005,Illinois,Bond County,10.9,6.0,8.25,2020
20201129201936,17005,Illinois,Bond County,10.9,6.0,8.25,2020
20210226132124,17005,Illinois,Bond County,13.8,6.13,10.0,2021
20210511042701,17005,Illinois,Bond County,13.13,6.13,10.0,2021
20210729214133,17005,Illinois,Bond County,13.13,6.13,10.0,2021
20211021150312,17005,Illinois,Bond County,13.13,6.13,10.0,2021
20130529084623,17007,Illinois,Boone County,8.33,5.21,8.0,2013
20150910092335,17007,Illinois,Boone County,10.07,5.0,8.25,2015
20160530183541,17007,Illinois,Boone County,10.07,5.0,8.25,2016
20160531190356,17007,Illinois,Boone County,10.07,5.0,8.25,2016
20160831150120,17007,Illinois,Boone County,10.04,5.0,8.25,2016
20161203144029,17007,Illinois,Boone County,10.04,5.0,8.25,2016
20180919112957,17007,Illinois,Boone County,10.69,5.0,8.25,2018
20181027100512,17007,Illinois,Boone County,10.69,5.0,8.25,2018
20181208180202,17007,Illinois,Boone County,10.69,5.8,8.25,2018
20190109195621,17007,Illinois,Boone County,10.69,5.8,8.25,2019
20190212225357,17007,Illinois,Boone County,11.15,5.84,8.25,2019
20190323065503,17007,Illinois,Boone County,11.15,5.84,8.25,2019
20190504013005,17007,Illinois,Boone County,11.15,5.84,8.25,2019
20190612104710,17007,Illinois,Boone County,11.15,5.84,8.25,2019
20190810011427,17007,Illinois,Boone County,11.15,5.84,8.25,2019
20200923035449,17007,Illinois,Boone County,11.03,6.0,8.25,2020
20201129202917,17007,Illinois,Boone County,11.03,6.0,8.25,2020
20210226133142,17007,Illinois,Boone County,14.01,6.13,10.0,2021
20210511201406,17007,Illinois,Boone County,13.36,6.13,10.0,2021
20210727054518,17007,Illinois,Boone County,13.36,6.13,10.0,2021
20211025011115,17007,Illinois,Boone County,13.36,6.13,10.0,2021
20220507144823,17007,Illinois,Boone County,15.8,6.19,12.0,2022
20130529044001,17009,Illinois,Brown County,7.37,5.21,8.0,2013
20150910151917,17009,Illinois,Brown County,9.89,5.0,8.25,2015
20160530185021,17009,Illinois,Brown County,9.89,5.0,8.25,2016
20160531190401,17009,Illinois,Brown County,9.89,5.0,8.25,2016
20160831191928,17009,Illinois,Brown County,12.09,5.0,8.25,2016
20161203182943,17009,Illinois,Brown County,12.09,5.0,8.25,2016
20200928095411,17009,Illinois,Brown County,12.53,6.0,8.25,2020
20201112030513,17009,Illinois,Brown County,12.53,6.0,8.25,2020
20210121121752,17009,Illinois,Brown County,12.53,6.0,8.25,2021
20210412071832,17009,Illinois,Brown County,14.34,6.13,10.0,2021
20210802031506,17009,Illinois,Brown County,14.34,6.13,10.0,2021
20211017223042,17009,Illinois,Brown County,14.34,6.13,10.0,2021
20220121205010,17009,Illinois,Brown County,14.34,6.13,10.0,2022
20130529071701,17011,Illinois,Bureau County,7.61,5.21,8.0,2013
20150910152720,17011,Illinois,Bureau County,9.44,5.0,8.25,2015
20160530185028,17011,Illinois,Bureau County,9.44,5.0,8.25,2016
20160531185622,17011,Illinois,Bureau County,9.44,5.0,8.25,2016
20160831214241,17011,Illinois,Bureau County,9.51,5.0,8.25,2016
20161203193803,17011,Illinois,Bureau County,9.51,5.0,8.25,2016
20200923035952,17011,Illinois,Bureau County,10.73,6.0,8.25,2020
20201129203022,17011,Illinois,Bureau County,10.73,6.0,8.25,2020
20210226133608,17011,Illinois,Bureau County,13.67,6.13,10.0,2021
20210511201715,17011,Illinois,Bureau County,13.0,6.13,10.0,2021
20210727054902,17011,Illinois,Bureau County,13.0,6.13,10.0,2021
20211025011658,17011,Illinois,Bureau County,13.0,6.13,10.0,2021
20130529040342,17013,Illinois,Calhoun County,8.88,5.21,8.0,2013
20150910151914,17013,Illinois,Calhoun County,10.35,5.0,8.25,2015
20160530190009,17013,Illinois,Calhoun County,10.35,5.0,8.25,2016
20160831173056,17013,Illinois,Calhoun County,10.38,5.0,8.25,2016
20161203165732,17013,Illinois,Calhoun County,10.38,5.0,8.25,2016
20200807042032,17013,Illinois,Calhoun County,11.76,6.0,8.25,2020
20201026220139,17013,Illinois,Calhoun County,11.76,6.0,8.25,2020
20210119002914,17013,Illinois,Calhoun County,11.76,6.0,8.25,2021
20210420170544,17013,Illinois,Calhoun County,14.02,6.13,10.0,2021
20210728044121,17013,Illinois,Calhoun County,14.02,6.13,10.0,2021
20211019060915,17013,Illinois,Calhoun County,14.02,6.13,10.0,2021
20130529014237,17015,Illinois,Carroll County,7.83,5.21,8.0,2013
20150910141311,17015,Illinois,Carroll County,9.62,5.0,8.25,2015
20160530190014,17015,Illinois,Carroll County,9.62,5.0,8.25,2016
20160831142348,17015,Illinois,Carroll County,9.63,5.0,8.25,2016
20161203133729,17015,Illinois,Carroll County,9.63,5.0,8.25,2016
20200928100618,17015,Illinois,Carroll County,10.69,6.0,8.25,2020
20210121122831,17015,Illinois,Carroll County,10.69,6.0,8.25,2021
20210411110541,17015,Illinois,Carroll County,12.89,6.13,10.0,2021
20210617060029,17015,Illinois,Carroll County,12.89,6.13,10.0,2021
20210926133039,17015,Illinois,Carroll County,12.89,6.13,10.0,2021
20220125055434,17015,Illinois,Carroll County,12.89,6.13,10.0,2022
20130529060159,17017,Illinois,Cass County,7.95,5.21,8.0,2013
20150910092807,17017,Illinois,Cass County,9.99,5.0,8.25,2015
20160530190020,17017,Illinois,Cass County,9.99,5.0,8.25,2016
20160831160438,17017,Illinois,Cass County,9.92,5.0,8.25,2016
20161203155621,17017,Illinois,Cass County,9.92,5.0,8.25,2016
20200923043003,17017,Illinois,Cass County,10.89,6.0,8.25,2020
20201129203632,17017,Illinois,Cass County,10.89,6.0,8.25,2020
20210226135522,17017,Illinois,Cass County,13.57,6.13,10.0,2021
20210511052647,17017,Illinois,Cass County,12.89,6.13,10.0,2021
20210729225324,17017,Illinois,Cass County,12.89,6.13,10.0,2021
20211021154618,17017,Illinois,Cass County,12.89,6.13,10.0,2021
