datetime,fips_code,state,county,living_wage,poverty_wage,minimum_wage,year
20220122201647,12129,Florida,Wakulla County,12.89,6.13,8.56,2022
20130530002453,12131,Florida,Walton County,8.89,5.21,7.25,2013
20150910082532,12131,Florida,Walton County,10.83,5.0,7.93,2015
20160608070224,12131,Florida,Walton County,10.83,5.0,7.93,2016
20170509093636,12131,Florida,Walton County,10.77,5.0,8.05,2017
20180101020643,12131,Florida,Walton County,10.77,5.0,8.05,2018
20200918231535,12131,Florida,Walton County,11.52,6.0,8.46,2020
20210227154019,12131,Florida,Walton County,13.85,6.13,8.56,2021
20220127051029,12131,Florida,Walton County,13.85,6.13,8.56,2022
20130602055738,12133,Florida,Washington County,7.36,5.21,7.25,2013
20141115110949,12133,Florida,Washington County,7.36,5.21,7.25,2014
20150910084519,12133,Florida,Washington County,9.66,5.0,7.93,2015
20160608070228,12133,Florida,Washington County,9.66,5.0,7.93,2016
20170509093641,12133,Florida,Washington County,9.69,5.0,8.05,2017
20180101023728,12133,Florida,Washington County,9.69,5.0,8.05,2018
20190416190125,12133,Florida,Washington County,10.49,5.84,8.25,2019
20200925035836,12133,Florida,Washington County,10.34,6.0,8.46,2020
20210307121805,12133,Florida,Washington County,12.42,6.13,8.56,2021
20220119193940,12133,Florida,Washington County,12.42,6.13,8.56,2022
20130529175633,13001,Georgia,Appling County,7.91,5.21,7.25,2013
20150910084456,13001,Georgia,Appling County,10.03,5.0,7.25,2015
20160831155522,13001,Georgia,Appling County,9.82,5.0,7.25,2016
20170717095925,13001,Georgia,Appling County,10.28,5.0,7.25,2017
20180314150545,13001,Georgia,Appling County,10.31,5.0,7.25,2018
20200921105434,13001,Georgia,Appling County,10.91,6.0,7.25,2020
20210227073154,13001,Georgia,Appling County,13.23,6.13,7.25,2021
20130529085916,13003,Georgia,Atkinson County,7.92,5.21,7.25,2013
20150910083529,13003,Georgia,Atkinson County,9.14,5.0,7.25,2015
20160421133714,13003,Georgia,Atkinson County,9.14,5.0,7.25,2016
20170621080035,13003,Georgia,Atkinson County,10.14,5.0,7.25,2017
20180314191050,13003,Georgia,Atkinson County,10.17,5.0,7.25,2018
20200919002516,13003,Georgia,Atkinson County,10.73,6.0,7.25,2020
20210225200440,13003,Georgia,Atkinson County,13.59,6.13,7.25,2021
20130602053319,13005,Georgia,Bacon County,7.92,5.21,7.25,2013
20150910090859,13005,Georgia,Bacon County,9.88,5.0,7.25,2015
20160422083042,13005,Georgia,Bacon County,9.88,5.0,7.25,2016
20170421005517,13005,Georgia,Bacon County,10.28,5.0,7.25,2017
20180313055216,13005,Georgia,Bacon County,10.31,5.0,7.25,2018
20201027044434,13005,Georgia,Bacon County,11.08,6.0,7.25,2020
20210124035607,13005,Georgia,Bacon County,11.08,6.0,7.25,2021
20130530010448,13007,Georgia,Baker County,8.36,5.21,7.25,2013
20150910091032,13007,Georgia,Baker County,10.02,5.0,7.25,2015
20160422083048,13007,Georgia,Baker County,10.02,5.0,7.25,2016
20170717085645,13007,Georgia,Baker County,10.57,5.0,7.25,2017
20180311111016,13007,Georgia,Baker County,11.05,5.0,7.25,2018
20200921021417,13007,Georgia,Baker County,11.11,6.0,7.25,2020
20210225184227,13007,Georgia,Baker County,14.31,6.13,7.25,2021
20130602085825,13009,Georgia,Baldwin County,7.71,5.21,7.25,2013
20150910082203,13009,Georgia,Baldwin County,9.84,5.0,7.25,2015
20160224232907,13009,Georgia,Baldwin County,9.84,5.0,7.25,2016
20170621141836,13009,Georgia,Baldwin County,10.02,5.0,7.25,2017
20180311104350,13009,Georgia,Baldwin County,10.91,5.0,7.25,2018
20200926213459,13009,Georgia,Baldwin County,11.55,6.0,7.25,2020
20210118232416,13009,Georgia,Baldwin County,11.55,6.0,7.25,2021
20130530022632,13011,Georgia,Banks County,8.05,5.21,7.25,2013
20150910080721,13011,Georgia,Banks County,10.37,5.0,7.25,2015
20160422081607,13011,Georgia,Banks County,10.37,5.0,7.25,2016
20170621085039,13011,Georgia,Banks County,10.28,5.0,7.25,2017
20180314181404,13011,Georgia,Banks County,10.6,5.0,7.25,2018
20200926211621,13011,Georgia,Banks County,11.25,6.0,7.25,2020
20210118230731,13011,Georgia,Banks County,11.25,6.0,7.25,2021
20130602051505,13013,Georgia,Barrow County,10.1,5.21,7.25,2013
20150910133838,13013,Georgia,Barrow County,11.2,5.0,7.25,2015
20160423075051,13013,Georgia,Barrow County,11.2,5.0,7.25,2016
20170621131146,13013,Georgia,Barrow County,12.01,5.0,7.25,2017
20180314183429,13013,Georgia,Barrow County,12.62,5.0,7.25,2018
20200926214812,13013,Georgia,Barrow County,13.66,6.0,7.25,2020
20210118233645,13013,Georgia,Barrow County,13.66,6.0,7.25,2021
20130602035932,13015,Georgia,Bartow County,10.1,5.21,7.25,2013
20150813024948,13015,Georgia,Bartow County,11.2,5.0,7.25,2015
20160831212349,13015,Georgia,Bartow County,11.36,5.0,7.25,2016
20170717084103,13015,Georgia,Bartow County,12.01,5.0,7.25,2017
20180118221738,13015,Georgia,Bartow County,12.01,5.0,7.25,2018
20200927202605,13015,Georgia,Bartow County,13.66,6.0,7.25,2020
20210124222904,13015,Georgia,Bartow County,13.66,6.0,7.25,2021
20130602074634,13017,Georgia,Ben Hill County,7.23,5.21,7.25,2013
20150910090523,13017,Georgia,Ben Hill County,9.91,5.0,7.25,2015
20160422083052,13017,Georgia,Ben Hill County,9.91,5.0,7.25,2016
20170621060925,13017,Georgia,Ben Hill County,10.15,5.0,7.25,2017
20201022184236,13017,Georgia,Ben Hill County,10.73,6.0,7.25,2020
20210124063343,13017,Georgia,Ben Hill County,10.73,6.0,7.25,2021
20130530023959,13019,Georgia,Berrien County,7.87,5.21,7.25,2013
20150910085938,13019,Georgia,Berrien County,9.72,5.0,7.25,2015
20160421133721,13019,Georgia,Berrien County,9.72,5.0,7.25,2016
20170621144326,13019,Georgia,Berrien County,10.14,5.0,7.25,2017
20180311083132,13019,Georgia,Berrien County,10.17,5.0,7.25,2018
20200926223915,13019,Georgia,Berrien County,10.73,6.0,7.25,2020
20210119001827,13019,Georgia,Berrien County,10.73,6.0,7.25,2021
20130529100501,13021,Georgia,Bibb County,8.55,5.21,7.25,2013
20140216234420,13021,Georgia,Bibb County,8.55,5.21,7.25,2014
20150301032606,13021,Georgia,Bibb County,8.55,5.21,7.25,2015
20160624160202,13021,Georgia,Bibb County,10.07,5.0,7.25,2016
20170717095930,13021,Georgia,Bibb County,9.93,5.0,7.25,2017
20180311111217,13021,Georgia,Bibb County,10.9,5.0,7.25,2018
20200422065700,13021,Georgia,Bibb County,10.89,6.0,7.25,2020
20210225193633,13021,Georgia,Bibb County,13.66,6.13,7.25,2021
20130602072918,13023,Georgia,Bleckley County,7.41,5.21,7.25,2013
20140227124742,13023,Georgia,Bleckley County,7.41,5.21,7.25,2014
20150910090255,13023,Georgia,Bleckley County,9.72,5.0,7.25,2015
20160422083057,13023,Georgia,Bleckley County,9.72,5.0,7.25,2016
20170621064619,13023,Georgia,Bleckley County,10.48,5.0,7.25,2017
20180311114708,13023,Georgia,Bleckley County,10.31,5.0,7.25,2018
20201022185437,13023,Georgia,Bleckley County,10.91,6.0,7.25,2020
20210124065212,13023,Georgia,Bleckley County,10.91,6.0,7.25,2021
20131223054224,13025,Georgia,Brantley County,8.36,5.21,7.25,2013
20140210125341,13025,Georgia,Brantley County,8.36,5.21,7.25,2014
20150910082507,13025,Georgia,Brantley County,9.88,5.0,7.25,2015
20160831140844,13025,Georgia,Brantley County,10.1,5.0,7.25,2016
20170717084108,13025,Georgia,Brantley County,10.86,5.0,7.25,2017
20180314210900,13025,Georgia,Brantley County,11.2,5.0,7.25,2018
20201022185752,13025,Georgia,Brantley County,11.63,6.0,7.25,2020
20210124070256,13025,Georgia,Brantley County,11.63,6.0,7.25,2021
20130602044347,13027,Georgia,Brooks County,8.47,5.21,7.25,2013
20140215164419,13027,Georgia,Brooks County,8.47,5.21,7.25,2014
20150910085706,13027,Georgia,Brooks County,10.43,5.0,7.25,2015
20160422083103,13027,Georgia,Brooks County,10.43,5.0,7.25,2016
20170717095935,13027,Georgia,Brooks County,10.57,5.0,7.25,2017
20180314172053,13027,Georgia,Brooks County,10.78,5.0,7.25,2018
20200918235918,13027,Georgia,Brooks County,10.97,6.0,7.25,2020
20210305202818,13027,Georgia,Brooks County,13.49,6.13,7.25,2021
20130529094323,13029,Georgia,Bryan County,9.51,5.21,7.25,2013
20140218100226,13029,Georgia,Bryan County,9.51,5.21,7.25,2014
20150910140011,13029,Georgia,Bryan County,10.53,5.0,7.25,2015
20160831174706,13029,Georgia,Bryan County,10.87,5.0,7.25,2016
20170717085650,13029,Georgia,Bryan County,11.31,5.0,7.25,2017
20180311105433,13029,Georgia,Bryan County,11.89,5.0,7.25,2018
20201027043719,13029,Georgia,Bryan County,12.9,6.0,7.25,2020
20210124034013,13029,Georgia,Bryan County,12.9,6.0,7.25,2021
20130602043806,13031,Georgia,Bulloch County,8.28,5.21,7.25,2013
20140210075314,13031,Georgia,Bulloch County,8.28,5.21,7.25,2014
20150910090901,13031,Georgia,Bulloch County,9.96,5.0,7.25,2015
20160831203822,13031,Georgia,Bulloch County,9.6,5.0,7.25,2016
20170621141841,13031,Georgia,Bulloch County,10.31,5.0,7.25,2017
20180314204336,13031,Georgia,Bulloch County,11.19,5.0,7.25,2018
20200921105854,13031,Georgia,Bulloch County,10.95,6.0,7.25,2020
20210227073536,13031,Georgia,Bulloch County,13.5,6.13,7.25,2021
20130530022327,13033,Georgia,Burke County,8.48,5.21,7.25,2013
20140220085850,13033,Georgia,Burke County,8.48,5.21,7.25,2014
20150910091208,13033,Georgia,Burke County,10.22,5.0,7.25,2015
20160421133724,13033,Georgia,Burke County,10.22,5.0,7.25,2016
20170621072118,13033,Georgia,Burke County,10.5,5.0,7.25,2017
20180314183434,13033,Georgia,Burke County,10.95,5.0,7.25,2018
20200919003053,13033,Georgia,Burke County,12.01,6.0,7.25,2020
20210305203923,13033,Georgia,Burke County,14.5,6.13,7.25,2021
20130602082913,13035,Georgia,Butts County,7.69,5.21,7.25,2013
20140210152421,13035,Georgia,Butts County,7.69,5.21,7.25,2014
20150910084130,13035,Georgia,Butts County,10.36,5.0,7.25,2015
20160419013115,13035,Georgia,Butts County,10.36,5.0,7.25,2016
20170621132346,13035,Georgia,Butts County,10.88,5.0,7.25,2017
20180314210905,13035,Georgia,Butts County,11.2,5.0,7.25,2018
20200921111121,13035,Georgia,Butts County,11.92,6.0,7.25,2020
20210227074109,13035,Georgia,Butts County,14.5,6.13,7.25,2021
20130530041123,13037,Georgia,Calhoun County,7.92,5.21,7.25,2013
20140210090145,13037,Georgia,Calhoun County,7.92,5.21,7.25,2014
20150910083436,13037,Georgia,Calhoun County,9.72,5.0,7.25,2015
20160422081612,13037,Georgia,Calhoun County,9.72,5.0,7.25,2016
20170620232550,13037,Georgia,Calhoun County,10.14,5.0,7.25,2017
20180314183439,13037,Georgia,Calhoun County,10.28,5.0,7.25,2018
20200923021332,13037,Georgia,Calhoun County,10.73,6.0,7.25,2020
20210226122538,13037,Georgia,Calhoun County,13.59,6.13,7.25,2021
20130602051904,13039,Georgia,Camden County,8.7,5.21,7.25,2013
20140216225333,13039,Georgia,Camden County,8.7,5.21,7.25,2014
20150227071714,13039,Georgia,Camden County,8.7,5.21,7.25,2015
20160130043046,13039,Georgia,Camden County,10.57,5.0,7.25,2016
20170717084114,13039,Georgia,Camden County,10.96,5.0,7.25,2017
20180314210910,13039,Georgia,Camden County,11.26,5.0,7.25,2018
20190125043751,13039,Georgia,Camden County,12.18,5.84,7.25,2019
20200921092956,13039,Georgia,Camden County,12.13,6.0,7.25,2020
20210225190849,13039,Georgia,Camden County,14.85,6.13,7.25,2021
20130530040331,13043,Georgia,Candler County,7.91,5.21,7.25,2013
20140217034157,13043,Georgia,Candler County,7.91,5.21,7.25,2014
20150910135934,13043,Georgia,Candler County,9.72,5.0,7.25,2015
20160422090322,13043,Georgia,Candler County,9.72,5.0,7.25,2016
20170717095941,13043,Georgia,Candler County,10.14,5.0,7.25,2017
20180314142413,13043,Georgia,Candler County,10.17,5.0,7.25,2018
20200923030243,13043,Georgia,Candler County,10.73,6.0,7.25,2020
20210226125431,13043,Georgia,Candler County,13.73,6.13,7.25,2021
20220127051345,13043,Georgia,Candler County,13.23,6.13,7.25,2022
20130602064619,13045,Georgia,Carroll County,10.1,5.21,7.25,2013
20140217043926,13045,Georgia,Carroll County,10.1,5.21,7.25,2014
20150103051324,13045,Georgia,Carroll County,10.1,5.21,7.25,2015
20160310063257,13045,Georgia,Carroll County,11.2,5.0,7.25,2016
20170717095946,13045,Georgia,Carroll County,12.01,5.0,7.25,2017
20180313063451,13045,Georgia,Carroll County,12.62,5.0,7.25,2018
20201022183402,13045,Georgia,Carroll County,13.66,6.0,7.25,2020
20210124062351,13045,Georgia,Carroll County,13.66,6.0,7.25,2021
20130602032156,13047,Georgia,Catoosa County,8.51,5.21,7.25,2013
20140213174343,13047,Georgia,Catoosa County,8.51,5.21,7.25,2014
20150910081736,13047,Georgia,Catoosa County,9.62,5.0,7.25,2015
20160831142637,13047,Georgia,Catoosa County,9.84,5.0,7.25,2016
20170717084119,13047,Georgia,Catoosa County,10.38,5.0,7.25,2017
20180314134942,13047,Georgia,Catoosa County,10.94,5.0,7.25,2018
20200927205032,13047,Georgia,Catoosa County,11.31,6.0,7.25,2020
20210124225005,13047,Georgia,Catoosa County,11.31,6.0,7.25,2021
20130602035950,13049,Georgia,Charlton County,7.92,5.21,7.25,2013
20140210082554,13049,Georgia,Charlton County,7.92,5.21,7.25,2014
20150910091607,13049,Georgia,Charlton County,9.74,5.0,7.25,2015
20160422090327,13049,Georgia,Charlton County,9.74,5.0,7.25,2016
20170717092834,13049,Georgia,Charlton County,10.14,5.0,7.25,2017
20180314174900,13049,Georgia,Charlton County,10.31,5.0,7.25,2018
20200921033723,13049,Georgia,Charlton County,10.91,6.0,7.25,2020
20210225194157,13049,Georgia,Charlton County,14.02,6.13,7.25,2021
20130529100630,13051,Georgia,Chatham County,9.51,5.21,7.25,2013
20140210113935,13051,Georgia,Chatham County,9.51,5.21,7.25,2014
20150626005501,13051,Georgia,Chatham County,10.53,5.0,7.25,2015
20160217231848,13051,Georgia,Chatham County,10.53,5.0,7.25,2016
20190213205914,13051,Georgia,Chatham County,13.17,5.84,7.25,2019
20201022185008,13051,Georgia,Chatham County,12.9,6.0,7.25,2020
20210124064156,13051,Georgia,Chatham County,12.9,6.0,7.25,2021
20220122205029,13051,Georgia,Chatham County,15.58,6.13,7.25,2022
20130602091617,13053,Georgia,Chattahoochee County,8.6,5.21,7.25,2013
20140217041641,13053,Georgia,Chattahoochee County,8.6,5.21,7.25,2014
20150910090724,13053,Georgia,Chattahoochee County,9.99,5.0,7.25,2015
20160422081617,13053,Georgia,Chattahoochee County,9.99,5.0,7.25,2016
20170310084919,13053,Georgia,Chattahoochee County,10.23,5.0,7.25,2017
20180313063456,13053,Georgia,Chattahoochee County,11.22,5.0,7.25,2018
20201022185530,13053,Georgia,Chattahoochee County,11.69,6.0,7.25,2020
20210124065514,13053,Georgia,Chattahoochee County,11.69,6.0,7.25,2021
20131223054331,13055,Georgia,Chattooga County,7.21,5.21,7.25,2013
20140210110320,13055,Georgia,Chattooga County,7.21,5.21,7.25,2014
20150910083713,13055,Georgia,Chattooga County,9.72,5.0,7.25,2015
20160422090332,13055,Georgia,Chattooga County,9.72,5.0,7.25,2016
20170621060930,13055,Georgia,Chattooga County,10.14,5.0,7.25,2017
20180314183444,13055,Georgia,Chattooga County,10.17,5.0,7.25,2018
20201022185828,13055,Georgia,Chattooga County,10.73,6.0,7.25,2020
20210124070343,13055,Georgia,Chattooga County,10.73,6.0,7.25,2021
20130602044428,13057,Georgia,Cherokee County,10.1,5.21,7.25,2013
20140217040203,13057,Georgia,Cherokee County,10.1,5.21,7.25,2014
20150813024954,13057,Georgia,Cherokee County,11.2,5.0,7.25,2015
20160831151042,13057,Georgia,Cherokee County,11.36,5.0,7.25,2016
20170312041740,13057,Georgia,Cherokee County,11.36,5.0,7.25,2017
20180314164338,13057,Georgia,Cherokee County,12.62,5.0,7.25,2018
20200925045324,13057,Georgia,Cherokee County,13.66,6.0,7.25,2020
20210226134655,13057,Georgia,Cherokee County,16.91,6.13,7.25,2021
20130529094043,13059,Georgia,Clarke County,8.62,5.21,7.25,2013
20140211105353,13059,Georgia,Clarke County,8.62,5.21,7.25,2014
20150524041203,13059,Georgia,Clarke County,10.11,5.0,7.25,2015
20160226225235,13059,Georgia,Clarke County,10.17,5.0,7.25,2016
20180311105448,13059,Georgia,Clarke County,11.36,5.0,7.25,2018
20190212192703,13059,Georgia,Clarke County,11.6,5.84,7.25,2019
20200919002422,13059,Georgia,Clarke County,11.56,6.0,7.25,2020
20210225200359,13059,Georgia,Clarke County,14.9,6.13,7.25,2021
20220614204946,13059,Georgia,Clarke County,16.28,6.19,7.25,2022
20130530022824,13061,Georgia,Clay County,7.92,5.21,7.25,2013
20140207120732,13061,Georgia,Clay County,7.92,5.21,7.25,2014
20150910083414,13061,Georgia,Clay County,10.06,5.0,7.25,2015
20160831145917,13061,Georgia,Clay County,9.88,5.0,7.25,2016
20170717095951,13061,Georgia,Clay County,10.42,5.0,7.25,2017
20180314142418,13061,Georgia,Clay County,10.17,5.0,7.25,2018
20200925045731,13061,Georgia,Clay County,10.73,6.0,7.25,2020
20210127113920,13061,Georgia,Clay County,10.73,6.0,7.25,2021
20130602051357,13063,Georgia,Clayton County,10.1,5.21,7.25,2013
20140210075319,13063,Georgia,Clayton County,10.1,5.21,7.25,2014
20150910083901,13063,Georgia,Clayton County,11.2,5.0,7.25,2015
20160206060605,13063,Georgia,Clayton County,11.2,5.0,7.25,2016
20170620232556,13063,Georgia,Clayton County,12.01,5.0,7.25,2017
20200921110912,13063,Georgia,Clayton County,13.66,6.0,7.25,2020
20210227073911,13063,Georgia,Clayton County,16.72,6.13,7.25,2021
20130602035811,13065,Georgia,Clinch County,7.92,5.21,7.25,2013
20140210090149,13065,Georgia,Clinch County,7.92,5.21,7.25,2014
20150910135415,13065,Georgia,Clinch County,9.72,5.0,7.25,2015
20160624142759,13065,Georgia,Clinch County,9.78,5.0,7.25,2016
20170620232600,13065,Georgia,Clinch County,10.14,5.0,7.25,2017
20180314195249,13065,Georgia,Clinch County,10.17,5.0,7.25,2018
20200921111207,13065,Georgia,Clinch County,10.91,6.0,7.25,2020
20210227074152,13065,Georgia,Clinch County,13.23,6.13,7.25,2021
20130214033513,13067,Georgia,Cobb County,10.1,5.21,7.25,2013
20140211060812,13067,Georgia,Cobb County,10.1,5.21,7.25,2014
20150115140245,13067,Georgia,Cobb County,10.1,5.21,7.25,2015
20160105134221,13067,Georgia,Cobb County,11.2,5.0,7.25,2016
20170131082649,13067,Georgia,Cobb County,11.36,5.0,7.25,2017
20180101085349,13067,Georgia,Cobb County,12.01,5.0,7.25,2018
20190102044929,13067,Georgia,Cobb County,12.62,5.8,7.25,2019
20201022175849,13067,Georgia,Cobb County,13.66,6.0,7.25,2020
20210124054555,13067,Georgia,Cobb County,13.66,6.0,7.25,2021
20220307202150,13067,Georgia,Cobb County,16.72,6.13,7.25,2022
20130530023812,13069,Georgia,Coffee County,7.91,5.21,7.25,2013
20140223170735,13069,Georgia,Coffee County,7.91,5.21,7.25,2014
20150910084010,13069,Georgia,Coffee County,9.76,5.0,7.25,2015
20160422083108,13069,Georgia,Coffee County,9.76,5.0,7.25,2016
20170621064624,13069,Georgia,Coffee County,10.14,5.0,7.25,2017
20180311083202,13069,Georgia,Coffee County,10.17,5.0,7.25,2018
20200927200256,13069,Georgia,Coffee County,11.16,6.0,7.25,2020
20210124220843,13069,Georgia,Coffee County,11.16,6.0,7.25,2021
20130529175456,13071,Georgia,Colquitt County,7.92,5.21,7.25,2013
20140223114302,13071,Georgia,Colquitt County,7.92,5.21,7.25,2014
20150910084606,13071,Georgia,Colquitt County,9.74,5.0,7.25,2015
20160422090337,13071,Georgia,Colquitt County,9.74,5.0,7.25,2016
20170717095956,13071,Georgia,Colquitt County,10.2,5.0,7.25,2017
20180314195254,13071,Georgia,Colquitt County,10.29,5.0,7.25,2018
20200927194330,13071,Georgia,Colquitt County,10.93,6.0,7.25,2020
20210124214958,13071,Georgia,Colquitt County,10.93,6.0,7.25,2021
20130529090036,13073,Georgia,Columbia County,8.48,5.21,7.25,2013
20140214164405,13073,Georgia,Columbia County,8.48,5.21,7.25,2014
20150910081515,13073,Georgia,Columbia County,10.22,5.0,7.25,2015
20160423075056,13073,Georgia,Columbia County,10.22,5.0,7.25,2016
20170621132128,13073,Georgia,Columbia County,10.5,5.0,7.25,2017
20180314142428,13073,Georgia,Columbia County,10.95,5.0,7.25,2018
20190307011003,13073,Georgia,Columbia County,11.62,5.84,7.25,2019
20201022182638,13073,Georgia,Columbia County,12.01,6.0,7.25,2020
20210124061505,13073,Georgia,Columbia County,12.01,6.0,7.25,2021
20220805005401,13073,Georgia,Columbia County,16.07,6.19,7.25,2022
20130602041042,13075,Georgia,Cook County,7.92,5.21,7.25,2013
20140210153841,13075,Georgia,Cook County,7.92,5.21,7.25,2014
20150910134227,13075,Georgia,Cook County,10.12,5.0,7.25,2015
20160422090342,13075,Georgia,Cook County,10.12,5.0,7.25,2016
20170613050515,13075,Georgia,Cook County,10.48,5.0,7.25,2017
20180314165710,13075,Georgia,Cook County,10.48,5.0,7.25,2018
20200921193024,13075,Georgia,Cook County,10.91,6.0,7.25,2020
20210227065410,13075,Georgia,Cook County,13.52,6.13,7.25,2021
20130530010347,13077,Georgia,Coweta County,10.1,5.21,7.25,2013
20140218132834,13077,Georgia,Coweta County,10.1,5.21,7.25,2014
20150218024453,13077,Georgia,Coweta County,10.1,5.21,7.25,2015
20160310144402,13077,Georgia,Coweta County,11.2,5.0,7.25,2016
20170717084124,13077,Georgia,Coweta County,12.01,5.0,7.25,2017
20190210012912,13077,Georgia,Coweta County,13.31,5.84,7.25,2019
20201022184732,13077,Georgia,Coweta County,13.66,6.0,7.25,2020
20210124063848,13077,Georgia,Coweta County,13.66,6.0,7.25,2021
20130602085933,13079,Georgia,Crawford County,8.55,5.21,7.25,2013
20140207102707,13079,Georgia,Crawford County,8.55,5.21,7.25,2014
20150910083101,13079,Georgia,Crawford County,10.01,5.0,7.25,2015
20160422081622,13079,Georgia,Crawford County,10.01,5.0,7.25,2016
20170621090723,13079,Georgia,Crawford County,9.93,5.0,7.25,2017
20180311083207,13079,Georgia,Crawford County,10.9,5.0,7.25,2018
20200921034018,13079,Georgia,Crawford County,10.89,6.0,7.25,2020
20210225194239,13079,Georgia,Crawford County,13.66,6.13,7.25,2021
20130530022413,13081,Georgia,Crisp County,7.92,5.21,7.25,2013
20140211052226,13081,Georgia,Crisp County,7.92,5.21,7.25,2014
20150910084112,13081,Georgia,Crisp County,9.84,5.0,7.25,2015
20160422083113,13081,Georgia,Crisp County,9.84,5.0,7.25,2016
20170620234450,13081,Georgia,Crisp County,10.3,5.0,7.25,2017
20180314181409,13081,Georgia,Crisp County,10.48,5.0,7.25,2018
20200926223804,13081,Georgia,Crisp County,10.91,6.0,7.25,2020
20210119001815,13081,Georgia,Crisp County,10.91,6.0,7.25,2021
20130602051522,13083,Georgia,Dade County,8.51,5.21,7.25,2013
20140217010649,13083,Georgia,Dade County,8.51,5.21,7.25,2014
20150910083051,13083,Georgia,Dade County,9.62,5.0,7.25,2015
20160831145446,13083,Georgia,Dade County,9.84,5.0,7.25,2016
20170621132351,13083,Georgia,Dade County,10.38,5.0,7.25,2017
20180313055221,13083,Georgia,Dade County,10.94,5.0,7.25,2018
20200923035518,13083,Georgia,Dade County,11.31,6.0,7.25,2020
20210226133230,13083,Georgia,Dade County,14.3,6.13,7.25,2021
20130530045041,13085,Georgia,Dawson County,10.1,5.21,7.25,2013
20140220021202,13085,Georgia,Dawson County,10.1,5.21,7.25,2014
20150910090643,13085,Georgia,Dawson County,11.2,5.0,7.25,2015
20160422083118,13085,Georgia,Dawson County,11.2,5.0,7.25,2016
20170621085045,13085,Georgia,Dawson County,12.01,5.0,7.25,2017
20180313055226,13085,Georgia,Dawson County,12.62,5.0,7.25,2018
20201022185904,13085,Georgia,Dawson County,13.66,6.0,7.25,2020
20210124070413,13085,Georgia,Dawson County,13.66,6.0,7.25,2021
20130602060333,13087,Georgia,Decatur County,7.57,5.21,7.25,2013
20140209121148,13087,Georgia,Decatur County,7.57,5.21,7.25,2014
20150227071726,13087,Georgia,Decatur County,7.57,5.21,7.25,2015
20160306094905,13087,Georgia,Decatur County,10.12,5.0,7.25,2016
20170717084129,13087,Georgia,Decatur County,10.41,5.0,7.25,2017
20180113032858,13087,Georgia,Decatur County,10.41,5.0,7.25,2018
20200921201002,13087,Georgia,Decatur County,10.79,6.0,7.25,2020
20210227073436,13087,Georgia,Decatur County,13.08,6.13,7.25,2021
20130530024107,13089,Georgia,DeKalb County,10.1,5.21,7.25,2013
20140210102216,13089,Georgia,DeKalb County,10.1,5.21,7.25,2014
20150510020748,13089,Georgia,DeKalb County,10.1,5.21,7.25,2015
20160131015849,13089,Georgia,DeKalb County,11.2,5.0,7.25,2016
20170310014326,13089,Georgia,DeKalb County,11.36,5.0,7.25,2017
20180119223746,13089,Georgia,DeKalb County,12.01,5.0,7.25,2018
20190106034411,13089,Georgia,DeKalb County,12.62,5.8,7.25,2019
20200919003001,13089,Georgia,DeKalb County,13.66,6.0,7.25,2020
20210225200631,13089,Georgia,DeKalb County,16.91,6.13,7.25,2021
20130529175123,13091,Georgia,Dodge County,7.75,5.21,7.25,2013
20150910083154,13091,Georgia,Dodge County,10.03,5.0,7.25,2015
20160424210030,13091,Georgia,Dodge County,10.03,5.0,7.25,2016
20170717084134,13091,Georgia,Dodge County,10.14,5.0,7.25,2017
20180314165715,13091,Georgia,Dodge County,10.26,5.0,7.25,2018
20200921110535,13091,Georgia,Dodge County,10.75,6.0,7.25,2020
20210227073726,13091,Georgia,Dodge County,13.08,6.13,7.25,2021
20130529091645,13093,Georgia,Dooly County,7.92,5.21,7.25,2013
20150910084848,13093,Georgia,Dooly County,10.03,5.0,7.25,2015
20160423085356,13093,Georgia,Dooly County,10.03,5.0,7.25,2016
20170621133841,13093,Georgia,Dooly County,10.23,5.0,7.25,2017
20180314183449,13093,Georgia,Dooly County,10.45,5.0,7.25,2018
20200919004003,13093,Georgia,Dooly County,11.07,6.0,7.25,2020
20210305204013,13093,Georgia,Dooly County,13.44,6.13,7.25,2021
20130602053811,13095,Georgia,Dougherty County,8.36,5.21,7.25,2013
20150910140021,13095,Georgia,Dougherty County,10.02,5.0,7.25,2015
20160310063302,13095,Georgia,Dougherty County,10.02,5.0,7.25,2016
20170101012640,13095,Georgia,Dougherty County,9.86,5.0,7.25,2017
20180311104100,13095,Georgia,Dougherty County,11.05,5.0,7.25,2018
20200925050133,13095,Georgia,Dougherty County,11.11,6.0,7.25,2020
20210226135707,13095,Georgia,Dougherty County,14.31,6.13,7.25,2021
20130530010057,13097,Georgia,Douglas County,10.1,5.21,7.25,2013
20150910090021,13097,Georgia,Douglas County,11.2,5.0,7.25,2015
20160423085401,13097,Georgia,Douglas County,11.2,5.0,7.25,2016
20170621141257,13097,Georgia,Douglas County,12.01,5.0,7.25,2017
20181022065848,13097,Georgia,Douglas County,12.62,5.0,7.25,2018
20190209123745,13097,Georgia,Douglas County,13.31,5.84,7.25,2019
20200927193210,13097,Georgia,Douglas County,13.66,6.0,7.25,2020
20210124213813,13097,Georgia,Douglas County,13.66,6.0,7.25,2021
20130602071758,13099,Georgia,Early County,7.92,5.21,7.25,2013
20150910084720,13099,Georgia,Early County,9.8,5.0,7.25,2015
20160422083123,13099,Georgia,Early County,9.8,5.0,7.25,2016
